item_id,target_role,item_text,gold_label,metadata,jd_text
Q_131,General backend development,"You need to design a database schema for an audit logging system that records user actions, timestamps, affected resources, and operation results. Explain how you would design the tables and fields. Discuss: Primary keys and foreign keys Timestamp storage Query patterns for searching logs Retention and archival strategy How you would optimize storage and query performance",Weakly Aligned,Semantic dilution test,
Q_132,General backend development,"A new application needs to store user profiles, activity history, configuration data, and high-volume event records. How would you decide whether to use a relational database, a non-relational database, or both? Data structure requirements Consistency needs Query complexity Scalability expectations Long-term management and maintenance considerations",Weakly Aligned,Semantic dilution test,
Q_133,General backend development,A production system requires a schema change that adds new fields and modifies an existing table used by multiple services. How would you plan and execute the migration safely? Cover: Backward compatibility Migration scripts Rollback planning Data validation Deployment sequencing How to avoid downtime or service disruption,Weakly Aligned,Semantic dilution test,
Q_134,General backend development,"A database is experiencing heavy read traffic, causing slow response times for user-facing requests. How could read replicas help improve system performance? Discuss: Read/write separation Replication lag Failover considerations Which queries should use replicas Risks of reading stale data",Weakly Aligned,Semantic dilution test,
Q_135,General backend development,A backend service starts failing intermittently because it runs out of available database connections during peak traffic. How would you investigate and resolve the issue? Connection pool sizing Long-running queries Leaked connections Transaction duration Monitoring metrics Ways to optimize connection management,Weakly Aligned,Semantic dilution test,
Q_136,General backend development,"A multi-tenant meeting backend must stop one large customer from degrading service for others. Design controls for: Tenant identity propagation Data and authorization isolation Quotas and rate limits Resource accounting Tenant configuration Audit, monitoring, and noisy-neighbour testing",Weakly Aligned,Semantic dilution test,
Q_137,General backend development,"A service that normally responds in under 200 ms now frequently takes more than 2 seconds. Describe how you would investigate the performance regression. Include: Metrics you would check first How you would compare current and historical behavior How you would identify whether the issue is caused by code, database, infrastructure, or traffic patterns How you would validate that the fix worked",Weakly Aligned,Semantic dilution test,
Q_138,General backend development,"Participant join, leave, and meeting-status changes must reach downstream notification and analytics services. Design the event stream, covering: Schema versioning Partitioning and ordering Duplicate events Replay and retention Consumer lag and back-pressure Dead-letter handling",Weakly Aligned,Semantic dilution test,
Q_139,General backend development,Only one participant should control content sharing at a time. Design the backend coordination state without discussing media transport. Acquiring and releasing control Concurrent requests Heartbeat and timeout rules Host override Disconnect cleanup State distribution and recovery,Weakly Aligned,Semantic dilution test,
Q_140,General backend development,Your team is migrating a backend service from an on-premises data center to the cloud. Plan this migration. Sequencing what moves first vs. last Keeping the service available throughout Validating cloud behavior matches on-prem Rolling back if migration fails badly,Weakly Aligned,Semantic dilution test,
Q_141,General backend development,"Two backend services must stay in sync: one updates a record, the other must eventually reflect it. Design this synchronization. Sync vs. eventual consistency Resolving conflicting updates Recovering from downtime during an update Verifying the two haven't drifted apart",Weakly Aligned,Semantic dilution test,
Q_142,General backend development,Your team is preparing to hand over a service to an operations team. What documentation would you create to support long-term management of the system? Include: Deployment steps Configuration details Common failure scenarios Monitoring dashboards Alert descriptions Rollback procedures Escalation paths,Weakly Aligned,Semantic dilution test,
Q_143,General backend development,"Traffic rises sharply before a company-wide online meeting and the gateway approaches capacity. Design overload protection covering: Queuing and back-pressure Load shedding and priorities Circuit breakers Autoscaling signals Graceful degradation Client errors, retries, and load testing",Weakly Aligned,Semantic dilution test,
Q_144,General backend development,"A customer-facing system is degraded, and several teams are investigating. How would you communicate during the incident? What information should be shared early How often updates should be sent How to avoid speculation How to coordinate technical teams How to summarize the resolution after recovery",Weakly Aligned,Semantic dilution test,
Q_145,General backend development,"Your team depends on an API owned by another team, which is planning a breaking change. Manage this dependency. Learning about the change early enough Negotiating a workable migration timeline Testing against the change before it ships Handling a slipping timeline",Weakly Aligned,Semantic dilution test,
Q_146,General backend development,"Design a backend service that manages meeting-session creation, joining, leaving, and unexpected disconnection. Session-state storage API operations Authentication and authorization Idempotent requests Participant cleanup Recovery when a service instance fails",Weakly Aligned,Semantic dilution test,
Q_147,General backend development,"A backend service stores metadata for real-time communication sessions. Design the data model, covering: Session and participant records Status and timestamps Client capability metadata Historical-session queries Indexes Retention and archival",Weakly Aligned,Semantic dilution test,
Q_148,General backend development,A backend gateway connects two communication platforms that use different session models. Explain how you would design: Request validation Session-data mapping Error translation Authentication Logging and tracing Concurrent-load and failure testing,Weakly Aligned,Semantic dilution test,
Q_149,General backend development,You are responsible for monitoring backend services that support real-time sessions. Define useful metrics for: Session-setup success and latency Active and failed sessions Resource and connection usage Dependency health Alert thresholds Dashboards and incident investigation,Weakly Aligned,Semantic dilution test,
Q_150,General backend development,A communication platform is growing from hundreds to tens of thousands of concurrent users. Explain how you would scale session and participant services using: Horizontal scaling and load balancing Stateless and stateful components Distributed storage and caching Failure recovery Capacity and reliability testing,Weakly Aligned,Semantic dilution test,
Q_151,Video Conferencing Solution,"Your enterprise customer has legacy H.323 room systems and is migrating to a SIP-based conferencing platform. A user on an H.323 endpoint cannot successfully join a SIP-hosted virtual meeting room. Walk through the complete end-to-end call setup process and identify the role of: Q.931 H.225 H.245 H.235 SIP SDP At which stages would protocol translation be required, and how would you troubleshoot a failure where call signaling succeeds but media never establishes?",Aligned,True positive,
Q_152,Video Conferencing Solution,You need to integrate browser-based WebRTC clients with a traditional SIP trunk connected to the PSTN. Design the signaling and media path from: Browser → WebRTC Edge → SIP Core → PSTN Where RTP becomes SRTP and vice versa How SDP negotiation is mapped between WebRTC and SIP Which components terminate ICE negotiation How codec mismatches are resolved Which elements introduce the largest latency penalties,Aligned,True positive,
Q_153,Video Conferencing Solution,"A customer plans to support: 5,000 concurrent users 200 active multiparty meetings Mixed endpoint capabilities Limited server budget Compare a centralized AVC MCU architecture against an SVC/SFU-based architecture. Specifically discuss: CPU consumption Network bandwidth utilization Transcoding requirements Media quality adaptation Conference scale limits Failure domains Then justify which architecture you would recommend and why.",Aligned,True positive,
Q_154,Video Conferencing Solution,A multinational organization requires: Active-active deployment across two data centers No single point of failure Automatic failover during node loss Design the media cluster architecture. Conference state management Media resource pooling Cascading between media servers Load balancing strategy Session stickiness requirements Recovery behavior when a media node crashes during an active conference.,Aligned,True positive,
Q_155,Video Conferencing Solution,"Users can see conference video normally, but presentation sharing fails intermittently. The environment uses H.239 and BFCP for dual-stream transmission. Describe: The signaling sequence required to establish dual streams The media flows involved Common failure points How you would verify whether the issue is caused by endpoint capability negotiation, conference policy restrictions, or media-engine resource exhaustion.",Aligned,True positive,
Q_156,Video Conferencing Solution,"A remote participant joins a 4K conference over an unstable network experiencing: 5% packet loss 80 ms jitter Variable bandwidth Audio remains intelligible, but video freezes repeatedly. Explain how you would tune: Jitter buffers RTP/RTCP behavior Codec parameters (H.264/H.265) Keyframe generation strategy Audio/video synchronization mechanisms Describe the trade-offs between latency, smoothness, and image quality.",Aligned,True positive,
Q_157,Video Conferencing Solution,"A conferencing platform supports: Virtual Meeting Rooms (VMRs) IVR access URI dialing Direct IP dialing The business requires support for: 50,000 registered users 8,000 simultaneous conference participants Describe how you would model and allocate: Media ports Conference resources VMR capacity IVR resources Signaling capacity What metrics would determine whether the bottleneck is in the conference control layer or the media processing layer?",Aligned,True positive,
Q_158,Video Conferencing Solution,A boardroom contains: Two 4K cameras Three presentation sources Multiple displays DSP audio processor PoE touch panel Wireless presentation gateway Design the complete signal flow from source acquisition to conference transmission. HDMI routing Audio transport using XLR/RCA Control signaling Optical versus electrical transmission choices Failure risks introduced by each stage of the signal chain.,Aligned,True positive,
Q_159,Video Conferencing Solution,"A customer reports: Echo during meetings Inconsistent microphone volume Excessive background noise Design the real-time audio processing chain and explain the ordering and interaction of: AEC ANS AGC Why does algorithm order matter, and what artifacts would you expect if AGC is applied before ANS or if AEC is incorrectly tuned?",Aligned,True positive,
Q_160,Video Conferencing Solution,"An enterprise wants a real-time meeting assistant capable of: Listening to conference audio Producing live subtitles Calling external tools through MCP/function-calling Responding with synthesized speech during the meeting Design the complete low-latency architecture from conference media ingestion to AI response delivery. ASR streaming pipeline LLM orchestration layer MCP/function-calling workflow TTS generation Media reinjection into the conference Latency budget allocation across each component Finally, identify the biggest technical bottleneck that would prevent the experience from feeling truly real-time.",Aligned,True positive,
Q_161,Video Conferencing Solution,"In a WebRTC-based video conference, both RTP and RTCP packets are exchanged. What RTP is responsible for What RTCP is responsible for Why both protocols are required What problems would occur if RTCP packets were blocked while RTP continued to flow",Aligned,True positive,
Q_162,Video Conferencing Solution,A SIP endpoint successfully registers to a SIP server and then initiates a call to another user. Describe the purpose of: SIP URI INVITE SDP 180 Ringing 200 OK ACK At which step are codec negotiation and media parameters determined?,Aligned,True positive,
Q_163,Video Conferencing Solution,Most real-time conferencing systems prefer UDP for media transport. Why UDP is generally preferred over TCP for audio/video conferencing Under what conditions TCP transport might still be used The impact of retransmissions on real-time user experience,Aligned,True positive,
Q_164,Video Conferencing Solution,URI dialing Direct IP dialing IVR access Virtual Meeting Rooms (VMRs) Explain how a user joins a conference using each method and describe one enterprise scenario where each method is most appropriate.,Aligned,True positive,
Q_165,Video Conferencing Solution,An MCU hosts a meeting with 20 participants. Why does enabling: Video compositing Multiple conference layouts Resolution upgrades from 1080p to 4K typically increase server resource consumption? Which resources are likely to become bottlenecks first?,Aligned,True positive,
Q_166,Video Conferencing Solution,Your customer is planning a 4K video conferencing deployment. Compare H.264 and H.265 in terms of: Compression efficiency Bandwidth requirements Computational complexity Typical deployment considerations Why is H.265 often preferred for 4K conferencing?,Aligned,True positive,
Q_167,Video Conferencing Solution,You are designing a conferencing solution for two scenarios: A low-bandwidth voice-only environment A premium boardroom meeting requiring high audio quality Among the following codecs: Opus AAC AAC-LD G.711 G.722 G.729 Which codecs would you prioritize for each scenario and why?,Aligned,True positive,
Q_168,Video Conferencing Solution,A customer reports that speakers' lip movements lag several hundred milliseconds behind the audio. Describe: What A/V synchronization means Common causes of A/V sync problems Which system components you would investigate first How jitter buffering could influence the issue,Aligned,True positive,
Q_169,Video Conferencing Solution,A meeting room contains: A camera Microphones Codec appliance Display screens PoE touch controller Explain the role of each device during a video conference and how they interact to create the complete meeting-room experience.,Aligned,True positive,
Q_170,Video Conferencing Solution,A meeting assistant provides: Live transcription Real-time subtitles Spoken AI responses Describe the function of: ASR LLM TTS and explain the sequence in which they process information during a live conference.,Aligned,True positive,
Q_171,Video Conferencing Solution,What is the primary role of an MCU in a video conferencing system? What functions it performs Why it is needed in multiparty meetings How it differs from a simple point-to-point call,Aligned,True positive,
Q_172,Video Conferencing Solution,A user is given the address: sip:alice@company.com What is a SIP URI? How is it similar to and different from: An email address An IP address A telephone number,Aligned,True positive,
Q_173,Video Conferencing Solution,The capability profile mentions H.235 and SRTP. Why is media encryption important in enterprise video conferencing? Provide examples of what risks may occur if signaling or media traffic is not encrypted.,Aligned,True positive,
Q_174,Video Conferencing Solution,What is the difference between: 720p 1080p 4K UHD How does increasing resolution affect: Bandwidth consumption Processing requirements user experience,Aligned,True positive,
Q_175,Video Conferencing Solution,What is a Virtual Meeting Room (VMR)? Why do enterprises often prefer permanent VMRs instead of creating a new meeting space for every conference?,Aligned,True positive,
Q_176,Video Conferencing Solution,"During a meeting, a participant shares a PowerPoint presentation while their camera remains on. Why is presentation content often transmitted separately from camera video? What benefits does this provide to meeting participants?",Aligned,True positive,
Q_177,Video Conferencing Solution,Name three network characteristics that are important for a good conferencing experience. Explain why the following matter: Bandwidth Latency Packet loss,Aligned,True positive,
Q_178,Video Conferencing Solution,"Modern conferencing systems support layouts such as: Speaker view Gallery view Multi-window layouts What are the advantages of each layout, and in which meeting scenarios would they typically be used?",Aligned,True positive,
Q_179,Video Conferencing Solution,What is Acoustic Echo Cancellation (AEC)? Describe a meeting-room scenario where echo occurs and explain how AEC improves the meeting experience.,Aligned,True positive,
Q_180,Video Conferencing Solution,What is CPaaS (Communications platform as a Service)? Provide examples of how an enterprise application could use CPaaS APIs to add: Voice calling Video conferencing Chat messaging without building a communication platform from scratch.,Aligned,True positive,
Q_181,Video Conferencing Solution,"What is WebRTC, and why is it widely used for browser-based audio and video conferencing? Describe its main advantages compared to requiring users to install a dedicated conferencing client.",Aligned,True positive,
Q_182,Video Conferencing Solution,"A video conference carries both audio and video streams. What is the purpose of RTP, and what kinds of data are typically transported using RTP in a conferencing system?",Aligned,True positive,
Q_183,Video Conferencing Solution,A conference room contains several microphones connected to the conferencing system. Why might a room require multiple microphones instead of a single microphone? What problems can occur if microphone placement is poor?,Aligned,True positive,
Q_184,Video Conferencing Solution,The capability profile mentions PoE touch panels. What does PoE (Power over Ethernet) mean? What advantages does PoE provide when deploying meeting-room control devices?,Aligned,True positive,
Q_185,Video Conferencing Solution,HDMI is commonly used in meeting rooms. Give two examples of equipment that may be connected using HDMI and explain what type of signals HDMI typically carries.,Aligned,True positive,
Q_186,Video Conferencing Solution,"Before audio is transmitted across the network, it is encoded using a codec such as Opus or G.711. Why is audio encoding necessary? What would happen if raw audio data were transmitted without compression?",Aligned,True positive,
Q_187,Video Conferencing Solution,"During a video meeting, users report: Blurry video Occasional video freezes Audio remains clear Why might insufficient network bandwidth be a possible cause? What observations would support this diagnosis?",Aligned,True positive,
Q_188,Video Conferencing Solution,Define screen sharing. List three examples of content commonly shared during business meetings and explain why screen sharing is important in collaboration scenarios.,Aligned,True positive,
Q_189,Video Conferencing Solution,"Enterprise customers often request high-availability conferencing solutions. What does ""high availability"" mean in a video conferencing environment? Provide an example of a business impact that could occur if conferencing services become unavailable.",Aligned,True positive,
Q_190,Video Conferencing Solution,A meeting assistant can generate live captions from participant speech. Describe the high-level process from: Participant speaks → Caption appears on screen What role does speech recognition play in this workflow?,Aligned,True positive,
Q_191,Video Conferencing Solution,An enterprise wants users in a video conferencing platform to dial external telephone numbers through a SIP trunk. The role of the SIP trunk How call routing decisions are made Where number translation may occur How you would validate that signaling and media are flowing correctly between the conferencing platform and the SIP service provider,Aligned,True positive,
Q_192,Video Conferencing Solution,During a conference call: Both parties establish the call successfully Video works normally Only one side can hear audio Describe a structured troubleshooting process. Which areas would you investigate first? SDP negotiation Codec compatibility RTP flow Firewall/network policies Media server configuration,Aligned,True positive,
Q_193,Video Conferencing Solution,"In an SVC-based conferencing platform, participants join using a mixture of: Desktop clients Mobile devices Low-bandwidth remote links Explain how selective forwarding allows different participants to receive different media streams. What advantages does this provide compared with sending identical media to all participants?",Aligned,True positive,
Q_194,Video Conferencing Solution,"An organization operates media servers in three geographical regions. What conference cascading means Why cascading might be used instead of hosting all participants on a single MCU The benefits and drawbacks of this approach Consider bandwidth, latency, and resource utilization in your answer.",Aligned,True positive,
Q_195,Video Conferencing Solution,A meeting room solution supports: Voice-activated switching Multi-window display Automatic layouts Describe how a conferencing platform might automatically determine which participant should be highlighted as the active speaker. What information from the audio and conference-control layers could be used to drive the layout decision?,Aligned,True positive,
Q_196,Video Conferencing Solution,What is the purpose of a video codec such as H.264 or H.265? Why can video conferencing systems not simply transmit uncompressed video across enterprise networks?,Aligned,True positive,
Q_197,Video Conferencing Solution,The capability profile refers to video endpoints. Give three examples of conferencing endpoints and explain how endpoints differ from media servers in a conferencing architecture.,Aligned,True positive,
Q_198,Video Conferencing Solution,"Many conferencing platforms require users to enter a meeting number, room number, or virtual meeting room identifier. What benefits does this provide for conference management and participant access?",Aligned,True positive,
Q_199,Video Conferencing Solution,What is packet loss? How might packet loss affect: Audio quality Video quality Presentation sharing Which media type is generally perceived as more sensitive by end users during a business meeting?,Aligned,True positive,
Q_200,Video Conferencing Solution,A conferencing platform displays live subtitles while participants are speaking. How speech is converted into text Where subtitles are typically generated Two business benefits of real-time subtitles during meetings,Aligned,True positive,
